Cluster_sseqid,Cluster_taxon,Human,Vertebrates,Plant,Realm,Kingdom,Phylum,Subphylum,Class,Order,Suborder,Family,Subfamily,Genus,Species,,SuperGroup,Taxon_set
endorna_YP_438201_Vicia_faba_endornavirus,Endornaviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Martellivirales,,Endornaviridae,,Alphaendornavirus,Vicia faba alphaendornavirus,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Martellivirales||Endornaviridae||Alphaendornavirus|Vicia faba alphaendornavirus
endorna_YP_241110_Phytophthora_endornavirus_1,Endornaviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Martellivirales,,Endornaviridae,,Alphaendornavirus,Phytophthora alphaendornavirus 1,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Martellivirales||Endornaviridae||Alphaendornavirus|Phytophthora alphaendornavirus 1
endorna_YP_009115493_Alternaria_brassicicola_endornavirus,Endornaviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Martellivirales,,Endornaviridae,,Betaendornavirus,Alternaria brassicicola betaendornavirus 1,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Martellivirales||Endornaviridae||Betaendornavirus|Alternaria brassicicola betaendornavirus 1
endorna_YP_009046830_Yerba_mate_endornavirus,Endornaviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Martellivirales,,Endornaviridae,,Alphaendornavirus,Yerba mate alphaendornavirus,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Martellivirales||Endornaviridae||Alphaendornavirus|Yerba mate alphaendornavirus
endorna_YP_009011062_Phaseolus_vulgaris_endornavirus_1,Endornaviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Martellivirales,,Endornaviridae,,Alphaendornavirus,Phaseolus vulgaris alphaendornavirus 1,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Martellivirales||Endornaviridae||Alphaendornavirus|Phaseolus vulgaris alphaendornavirus 1
endorna_YP_009010973_Lagenaria_siceraria_endornavirus-California,Endornaviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Martellivirales,,Endornaviridae,,Alphaendornavirus,Lagenaria siceraria alphaendornavirus,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Martellivirales||Endornaviridae||Alphaendornavirus|Lagenaria siceraria alphaendornavirus
endorna_YP_008169851_Sclerotinia_sclerotiorum_endornavirus-1,Endornaviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Martellivirales,,Endornaviridae,,Betaendornavirus,Sclerotinia sclerotiorum betaendornavirus 1,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Martellivirales||Endornaviridae||Betaendornavirus|Sclerotinia sclerotiorum betaendornavirus 1
endorna_YP_007003829_Grapevine_endophyte_endornavirus,Endornaviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Martellivirales,,Endornaviridae,,Alphaendornavirus,Grapevine endophyte alphaendornavirus,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Martellivirales||Endornaviridae||Alphaendornavirus|Grapevine endophyte alphaendornavirus
endorna_YP_005086952_Persea_americana_endornavirus,Endornaviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Martellivirales,,Endornaviridae,,Alphaendornavirus,Persea americana alphaendornavirus 1,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Martellivirales||Endornaviridae||Alphaendornavirus|Persea americana alphaendornavirus 1
endorna_YP_004765011_Bell_pepper_endornavirus,Endornaviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Martellivirales,,Endornaviridae,,Alphaendornavirus,Bell pepper alphaendornavirus,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Martellivirales||Endornaviridae||Alphaendornavirus|Bell pepper alphaendornavirus
endorna_YP_004123950_Tuber_aestivum_endornavirus,Endornaviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Martellivirales,,Endornaviridae,,Betaendornavirus,Tuber aestivum betaendornavirus,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Martellivirales||Endornaviridae||Betaendornavirus|Tuber aestivum betaendornavirus
endorna_YP_003280846_Helicobasidium_mompa_endornavirus_1,Endornaviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Martellivirales,,Endornaviridae,,Alphaendornavirus,Helicobasidium mompa alphaendornavirus 1,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Martellivirales||Endornaviridae||Alphaendornavirus|Helicobasidium mompa alphaendornavirus 1
BHTSS17827_Behai_endorna-like_virus_1_ciliate_coding,Endornaviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Martellivirales,,Endornaviridae,,Alphaendornavirus,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Martellivirales||Endornaviridae||Alphaendornavirus|
BBZ90074.1_Brown_algae_endornavirus_2_4168,Endornaviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Martellivirales,,Endornaviridae,,Alphaendornavirus,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Martellivirales||Endornaviridae||Alphaendornavirus|
Tymo_NP_068549_Botrytis_virus_F,Gammaflexiviridae,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,Tymovirales,,Gammaflexiviridae,,Mycoflexivirus,Botrytis virus F,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes|Tymovirales||Gammaflexiviridae||Mycoflexivirus|Botrytis virus F
arthropodmix13816_Hubei_virga-like_virus_16,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
BHBJDX18438_Beihai_hepe-like_virus_7,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
BHHK129576_Beihai_anemone_virus_1,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
BHHZL10373_Beihai_hepe-like_virus_2,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
BHHZL10410_Beihai_sea_slater_viurs_4,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
BHTH16123_Beihai_barnacle_virus_2,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
BHTH16134_Beihai_hepe-like_virus_11,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
BHTH16145_Beihai_barnacle_virus_3,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
BHXG26050_Beihai_mantis_shrimp_virus_1,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
BHXG46195_Beihai_mantis_shrimp_virus_2,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
BHZY58590_Beihai_hepe-like_virus_1,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
BHZY60406_Beihai_hepe-like_virus_10,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
BHZY60842_Beihai_hepe-like_viurs_4_FS,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
BHZY60925_Beihai_hepe-like_virus_8,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
CC64601_Hubei_negev-like_virus_2,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
Cilevirus_Citrus_leprosis_virus_C,Hepe-Virga,0,0,1,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
CJLX30636_Changjiang_hepe-like_virus_1,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
fly114676_Hubei_virga-like_virus_11,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
fly97447_Hubei_virga-like_virus_18,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
HOU157038_Beihai_hepe-like_virus_9,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
HWRTX14333_Beihai_tiger_crab_virus_1,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
insectZJ93971_Shuangao_alphatetra-like_virus_1,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
mosHB235832_Hubei_virga-like_virus_2,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
mosHB236471_Hubei_virga-like_virus_1,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
mosHB236486_Hubei_virga-like_virus_23,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
mosHB236537_Hubei_virga-like_virus_21,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
NP_783203.1_Oyster_mushroom_spherical_virus_1581,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
others_AFI24684_Negev_virus,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
others_AFI24690_Loreto_virus,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
others_AHX42602_Tanay_virus,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
others_AIS40866_Brejeira_virus,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
others_AMO03225_Marsac_virus,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
others_AMO03254_Boutonnet_virus,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
others_AMO03256_Bofa_virus,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
QCM140901_Hubei_virga-like_virus_22,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
QCM619087_Hubei_virga-like_virus_15,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
QGW08824.1_Fusarium_graminearum_alphavirus-like_virus_1_Fusarium_graminearum_1987,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
QHW18922.1_Crustacea_hepe-like_virus_1_1983,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
QIJ70136.1_Dougjudy_virga-like_virus_2392,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
QKN22646.1_Erysiphe_necator_associated_flexivirus_2_Erysiphe_necator_1979,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
QKN22686.1_Erysiphe_necator_associated_flexivirus_1_Erysiphe_necator_1943,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
QKN22697.1_Erysiphe_necator_associated_virga-like_virus_1_3195,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
QRG34866.1_Hibiscus_yellow_blotch_virus_Hibiscus_rosa-sinensis_2606,Hepe-Virga,0,0,1,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
QTM162107_Hubei_negev-like_virus_1,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
QTM23703_Hubei_virga-like_virus_17,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
QTM27262_Hubei_virga-like_virus_7,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
SCM49209_Hubei_virga-like_virus_12_FS,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
SCM51092_Hubei_Muthill_virus,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
SCM51642_Hubei_virga-like_viurs_9,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
SCM95808_Hubei_virga-like_virus_19,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
shrimp12824_Wenzhou_shrimp_virus_3,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
SHWC13572_Shahe_hepe-like_virus_1,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
SHWC13612_Shahe_hepe-like_virus_2,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
spider57988_Hubei_virga-like_virus_14,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
SXXX35475_Sanxia_atyid_shrimp_virus_1,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
SYJFC48301_Shayang_virga-like_virus_1,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
UNH55562.1_Ligustrum_leprosis_virus_Ligustrum_sinense_2525,Hepe-Virga,0,0,1,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
UPT53668.1_Bactrocera_dorsalis_negev-like_virus_isolate_Bc_Bactrocera_correcta_2171,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
UQS94372.1_Brapardiv_virus_2_Paratrachymyrmex_diversus_2326,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
UQS94385.1_Bramycfau_virus_7_Mycetophylax_faunulus_3027,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
UUA80621.1_Likani_virus_1718,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
UUV42176.1_Kustavi_negevirus_Ochlerotatus_caspius_2251,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
WGML111093_Hubei_virga-like_viurs_8,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
WHCC101555_Hubei_hepe-like_virus_2,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
WHCC116187_Hubei_hepe-like_virus_1,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
WHCC81862_Wuhan_arthropod_virus_1,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
WHCCII10272_Wuhan_insect_virus_8,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
WHCCII12598_Hubei_virga-like_virus_4,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
WHCCII13328_Wuhan_insect_virus_9,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
WHYCM964_Wuhan_heteroptera_virus_1,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
WHYY20710_Hubei_hepe-like_virus_3,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
WHYY22294_Hubei_virga-like_virus_10,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
WHYY23932_Wuhan_house_centipede_virus_1,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
WLJQ101409_Wenling_crustacean_virus_1,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
WLJQ101932_Wenling_toga-like_virus,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
WLJQ102665_Wenling_hepe-like_virus_3,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
WLJQ102701_Wenling_hepe-like_virus_4,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
WLJQ103981_Wenling_hepe-like_virus_1,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
WLJQ99021_Wenling_hepe-like_virus_2,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
WZFSL85851_Wenzhou_hepe-like_virus_2,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
WZSLuoI86079_Wenzhou_hepe-like_viurs_1,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
XSNXC13152_Xingshan_nematode_virus_2,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
XSNXC21749_Xingshan_nematode_virus_1,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
XZSJSC65770_Xinzhou_nematode_virus_1,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
YP_009001772.1_Wallerfield_virus_2262,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
YP_009094126.1_Goutanap_virus_1_2243,Hepe-Virga,0,0,0,Riboviria,Orthornavirae,Kitrinoviricota,,Alsuviricetes,,,,,,,,Hepe-Virga,Riboviria|Orthornavirae|Kitrinoviricota||Alsuviricetes||||||
