Cluster_sseqid,Cluster_taxon,Human,Vertebrates,Plant,Realm,Kingdom,Phylum,Subphylum,Class,Order,Suborder,Family,Subfamily,Genus,Species,,SuperGroup,Taxon_set
spider130295_Bunya-Arena_Wuhan_Spider_Virus_KM817699,Negative_Bunya-Arena,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,,,,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales|||||
SYJFC11704_Bunya-Arena_Shayang_ascaridia_galli_virus_1,Negative_Bunya-Arena,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,,,,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales|||||
SZmix21338_Bunya-Arena_Hubei_bunya-like_virus_6,Negative_Bunya-Arena,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,,,,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales|||||
UHK03059.1_Guiyang_Tospo-like_virus_1_Tetragnatha_nitens_2298,Negative_Bunya-Arena,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,,,,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales|||||
USF82352.1_Citrus_virus_A_Citrus_sinensis_2184,Phenuiviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,Coguvirus,Coguvirus eburi,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae||Coguvirus|Coguvirus eburi
WAK75662.1_Phenuiviridae_sp._Rhipicephalus_microplus_2181,Phenuiviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae|||
WGML112345_Bunya-Arena_Hubei_bunya-like_virus_7_RdRp,Negative_Bunya-Arena,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,,,,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales|||||
WGML134260_Bunya-Arena_Hubei_bunya-like_virus_11,Negative_Bunya-Arena,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,,,,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales|||||
WGML135976_Bunya-Arena_Hubei_bunya-like_virus_4,Negative_Bunya-Arena,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,,,,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales|||||
WGML140132_Bunya-Arena_Hubei_myriapoda_virus_5_RdRp,Negative_Bunya-Arena,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,,,,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales|||||
WGML140341_Bunya-Arena_Hubei_myriapoda_virus_6_RdRp,Negative_Bunya-Arena,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,,,,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales|||||
WHCC65775_Bunya-Arena_Wuhan_Insect_virus_3_KM817693,Negative_Bunya-Arena,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,,,,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales|||||
WHCCII13062_Bunya-Arena_Huangshi_Humpbacked_Fly_Virus_KM817669,Negative_Bunya-Arena,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,,,,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales|||||
WHJHC41208_Bunya-Arena_Wuhan_ascaridia_galli_virus_1,Negative_Bunya-Arena,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,,,,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales|||||
WHSFII20185_Bunya-Arena_Wuhan_pillworm_virus_1_RdRp,Negative_Bunya-Arena,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,,,,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales|||||
WHWG56321_Bunya-Arena_Wuhan_Millipede_Virus_2_KM817696,Negative_Bunya-Arena,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,,,,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales|||||
WHWN46660_Bunya-Arena_Wuhan_snail_virus_2_RdRp,Negative_Bunya-Arena,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,,,,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales|||||
WLJQ100911_Bunya-Arena_Wenling_crustacean_virus_9_RdRp,Negative_Bunya-Arena,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,,,,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales|||||
WLJQ104142_Bunya-Arena_Wenling_crustacean_virus_8_RdRp,Negative_Bunya-Arena,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,,,,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales|||||
WZFSL85898_Bunya-Arena_Wenzhou_channeled_applesnail_virus_4_RdRp,Negative_Bunya-Arena,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,,,,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales|||||
WZSLuoI85881_Bunya-Arena_Wenzhou_bunya-like_virus_1_RdRp,Negative_Bunya-Arena,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,,,,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales|||||
XSNXC32933_Bunya-Arena_Xingshan_nematode_virus_3,Negative_Bunya-Arena,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,,,,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales|||||
YP_010085090.1_Leptomonas_moramango_leishbunyavirus_1979,Negative_Bunya-Arena,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Leishbuviridae,,Shilevirus,Shilevirus leptomonadis,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Leishbuviridae||Shilevirus|Shilevirus leptomonadis
YP_010086241.1_Entoleuca_phenui-like_virus_1_2353,Phenuiviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,Entovirus,Entovirus entoleucae,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae||Entovirus|Entovirus entoleucae
ZCM20815_Bunya-Arena_Hubei_orthoptera_virus_2_RdRp,Negative_Bunya-Arena,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,,,,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales|||||
HF568801_Pigeonpea_sterility_mosaic_virus,Fimoviridae,0,0,1,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Fimoviridae,,Emaravirus,Emaravirus cajani,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Fimoviridae||Emaravirus|Emaravirus cajani
HQ703343_Fig_mosaic_virus,Fimoviridae,0,0,1,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Fimoviridae,,Emaravirus,Emaravirus fici,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Fimoviridae||Emaravirus|Emaravirus fici
JF795479_Redbud_yellow_ringspot_virus,Fimoviridae,0,0,1,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Fimoviridae,,Emaravirus,Emaravirus cercidis,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Fimoviridae||Emaravirus|Emaravirus cercidis
NC_013105_European_mountain_ash_ringspot-associated_virus,Fimoviridae,0,0,1,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Fimoviridae,,Emaravirus,Emaravirus sorbi,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Fimoviridae||Emaravirus|Emaravirus sorbi
NC_015298_Rose_rosette_virus,Fimoviridae,0,0,1,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Fimoviridae,,Emaravirus,Emaravirus rosae,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Fimoviridae||Emaravirus|Emaravirus rosae
ABJ74147_Hantaan_hantavirus,Hantaviridae,1,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Hantaviridae,Mammantavirinae,Orthohantavirus,Orthohantavirus hantanense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Hantaviridae|Mammantavirinae|Orthohantavirus|Orthohantavirus hantanense
ACI32065_Asama_virus,Hantaviridae,0,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Hantaviridae,Mammantavirinae,Orthohantavirus,Orthohantavirus asamaense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Hantaviridae|Mammantavirinae|Orthohantavirus|Orthohantavirus asamaense
ADZ76455_Black_Creek_Canal_hantavirus,Hantaviridae,1,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Hantaviridae,Mammantavirinae,Orthohantavirus,Orthohantavirus nigrorivense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Hantaviridae|Mammantavirinae|Orthohantavirus|Orthohantavirus nigrorivense
AEA11487_Rockport_virus,Hantaviridae,0,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Hantaviridae,Mammantavirinae,Orthohantavirus,Orthohantavirus rockportense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Hantaviridae|Mammantavirinae|Orthohantavirus|Orthohantavirus rockportense
AEX56233_Jeju_virus,Hantaviridae,0,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Hantaviridae,Mammantavirinae,Orthohantavirus,Orthohantavirus jejuense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Hantaviridae|Mammantavirinae|Orthohantavirus|Orthohantavirus jejuense
AEZ02948_Sangassou_hantavirus,Hantaviridae,1,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Hantaviridae,Mammantavirinae,Orthohantavirus,Orthohantavirus sangassouense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Hantaviridae|Mammantavirinae|Orthohantavirus|Orthohantavirus sangassouense
AFQ36585_Uluguru_virus,Hantaviridae,0,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Hantaviridae,Mammantavirinae,Orthohantavirus,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Hantaviridae|Mammantavirinae|Orthohantavirus|
AFQ36588_Kilimanjaro_virus,Hantaviridae,0,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Hantaviridae,Mammantavirinae,Orthohantavirus,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Hantaviridae|Mammantavirinae|Orthohantavirus|
AHA83412_Xinyi_virus,Hantaviridae,0,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Hantaviridae,Mammantavirinae,Orthohantavirus,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Hantaviridae|Mammantavirinae|Orthohantavirus|
AID51349_Camp_Ripley_virus,Hantaviridae,0,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Hantaviridae,Mammantavirinae,Orthohantavirus,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Hantaviridae|Mammantavirinae|Orthohantavirus|
AIF28819_Imjin_virus,Hantaviridae,0,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Hantaviridae,Mammantavirinae,Thottimvirus,Thottimvirus imjinense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Hantaviridae|Mammantavirinae|Thottimvirus|Thottimvirus imjinense
AIL25331_Yuanjiang_virus,Hantaviridae,0,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Hantaviridae,Mammantavirinae,Orthohantavirus,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Hantaviridae|Mammantavirinae|Orthohantavirus|
AJZ68872_Laibin_virus,Hantaviridae,0,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Hantaviridae,Mammantavirinae,Mobatvirus,Mobatvirus laibinense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Hantaviridae|Mammantavirinae|Mobatvirus|Mobatvirus laibinense
AKI28853_Altai_virus,Hantaviridae,0,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Hantaviridae,Mammantavirinae,Orthohantavirus,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Hantaviridae|Mammantavirinae|Orthohantavirus|
AKM95722_Nova_virus,Hantaviridae,0,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Hantaviridae,Mammantavirinae,Mobatvirus,Mobatvirus novaense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Hantaviridae|Mammantavirinae|Mobatvirus|Mobatvirus novaense
ALJ30180_Puumala_hantavirus,Hantaviridae,1,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Hantaviridae,Mammantavirinae,Orthohantavirus,Orthohantavirus puumalaense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Hantaviridae|Mammantavirinae|Orthohantavirus|Orthohantavirus puumalaense
AMB43174_Eothenomys_eleusis_hantavirus_FUGV,Hantaviridae,0,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Hantaviridae,Mammantavirinae,Orthohantavirus,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Hantaviridae|Mammantavirinae|Orthohantavirus|
AND78465_Quezon_virus,Hantaviridae,0,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Hantaviridae,Mammantavirinae,Mobatvirus,Mobatvirus quezonense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Hantaviridae|Mammantavirinae|Mobatvirus|Mobatvirus quezonense
AOR07000_Tigray_hantavirus,Hantaviridae,0,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Hantaviridae,Mammantavirinae,Orthohantavirus,Orthohantavirus tigrayense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Hantaviridae|Mammantavirinae|Orthohantavirus|Orthohantavirus tigrayense
APU53641_Brno_virus,Hantaviridae,0,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Hantaviridae,Mammantavirinae,Loanvirus,Loanvirus brunaense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Hantaviridae|Mammantavirinae|Loanvirus|Loanvirus brunaense
Jawless_DHMMS25300_Wenling_hagfish_hantavirus_6734bp,Hantaviridae,0,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Hantaviridae,,,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Hantaviridae|||
Longquanvirus,Hantaviridae,0,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Hantaviridae,Mammantavirinae,Loanvirus,Loanvirus longquanense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Hantaviridae|Mammantavirinae|Loanvirus|Loanvirus longquanense
NP_604473_Andes_hantavirus,Hantaviridae,1,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Hantaviridae,Mammantavirinae,Orthohantavirus,Orthohantavirus andesense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Hantaviridae|Mammantavirinae|Orthohantavirus|Orthohantavirus andesense
NP_941976_Sin_Nombre_hantavirus,Hantaviridae,1,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Hantaviridae,Mammantavirinae,Orthohantavirus,Orthohantavirus sinnombreense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Hantaviridae|Mammantavirinae|Orthohantavirus|Orthohantavirus sinnombreense
NP_942124_Tula_hantavirus,Hantaviridae,1,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Hantaviridae,Mammantavirinae,Orthohantavirus,Orthohantavirus tulaense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Hantaviridae|Mammantavirinae|Orthohantavirus|Orthohantavirus tulaense
NP_942555_Dobrava-Belgrade_hantavirus,Hantaviridae,1,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Hantaviridae,Mammantavirinae,Orthohantavirus,Orthohantavirus dobravaense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Hantaviridae|Mammantavirinae|Orthohantavirus|Orthohantavirus dobravaense
NP_942558_Seoul_hantavirus,Hantaviridae,1,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Hantaviridae,Mammantavirinae,Orthohantavirus,Orthohantavirus seoulense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Hantaviridae|Mammantavirinae|Orthohantavirus|Orthohantavirus seoulense
Rayfin_XQTMS16810_Wenling_minipizza_batfish_hantavirus_5301bp,Hantaviridae,0,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Hantaviridae,,,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Hantaviridae|||
Rayfin_XQTMS34106_Wenling_yellow_goosefish_hantavirus_6403bp,Hantaviridae,0,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Hantaviridae,,,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Hantaviridae|||
Rayfin_XTXMS70955_Wenling_red_spikefish_hantavirus_6305bp,Hantaviridae,0,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Hantaviridae,,,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Hantaviridae|||
Reptile_LPXYF84819_Hainan_oriental_leaf-toed_gecko_hantavirus_6627bp,Hantaviridae,0,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Hantaviridae,,,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Hantaviridae|||
YP_001911124_Thottapalayam_hantavirus,Hantaviridae,1,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Hantaviridae,Mammantavirinae,Thottimvirus,Thottimvirus thottapalayamense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Hantaviridae|Mammantavirinae|Thottimvirus|Thottimvirus thottapalayamense
YP_138530_Hantavirus,Hantaviridae,1,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Hantaviridae,Mammantavirinae,Orthohantavirus,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Hantaviridae|Mammantavirinae|Orthohantavirus|
spider128550_Bunya-Arena_Xinzhou_Spider_Virus_KM817702,Nairoviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Nairoviridae,,Xinspivirus,Xinspivirus xinzhouense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Nairoviridae||Xinspivirus|Xinspivirus xinzhouense
spider131603_Bunya-Arena_Shayang_Spider_Virus_1_KM817676,Nairoviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Nairoviridae,,Shaspivirus,Shaspivirus aranei,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Nairoviridae||Shaspivirus|Shaspivirus aranei
SXSSP2579_Bunya-Arena_Sanxia_Water_Strider_Virus_1_KM817674,Nairoviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Nairoviridae,,Striwavirus,Striwavirus sanxiaense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Nairoviridae||Striwavirus|Striwavirus sanxiaense
DQ076419_Hazara_virus,Nairoviridae_Orthonairovirus,0,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Nairoviridae,,Orthonairovirus,Orthonairovirus hazaraense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Nairoviridae||Orthonairovirus|Orthonairovirus hazaraense
JF911697_Erve_virus,Nairoviridae_Orthonairovirus,1,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Nairoviridae,,Orthonairovirus,Orthonairovirus erveense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Nairoviridae||Orthonairovirus|Orthonairovirus erveense
NP_690576_Dugbe_virus,Nairoviridae_Orthonairovirus,1,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Nairoviridae,,Orthonairovirus,Orthonairovirus dugbeense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Nairoviridae||Orthonairovirus|Orthonairovirus dugbeense
